scenario,arm,rep,time_us,cwnd,bytes_in_flight,smoothed_rtt,min_rtt,latest_rtt
step_up,specreset,1,390496,139382,132480,60245,,60208
step_up,specreset,1,392455,142230,136800,60239,60204,60204
step_up,specreset,1,394062,145078,138240,60235,,60210
step_up,specreset,1,395803,147926,141120,60226,60164,60164
step_up,specreset,1,397636,150774,144000,60225,,60222
step_up,specreset,1,399391,153622,146880,60224,,
step_up,specreset,1,400981,156470,149760,60217,,60170
step_up,specreset,1,402760,159318,152640,60212,,60184
step_up,specreset,1,404297,162166,155520,60208,,60180
step_up,specreset,1,407609,165014,159840,60215,,60287
step_up,specreset,1,409773,167862,162720,60239,,60411
step_up,specreset,1,415573,179254,156960,60255,,60372
step_up,specreset,1,421412,192070,167040,60260,,60302
step_up,specreset,1,427375,206310,178560,60263,,60285
step_up,specreset,1,434051,221974,191520,60280,,60403
step_up,specreset,1,440517,237638,207360,60345,,60805
step_up,specreset,1,447599,254726,221760,60534,,61860
step_up,specreset,1,454809,271814,237600,60885,,63346
step_up,specreset,1,462424,290326,253440,61415,,65129
step_up,specreset,1,470812,310262,270720,62188,,67603
step_up,specreset,1,499228,334470,286560,65118,,73556
step_up,specreset,1,653951,316664,309600,111491,,132542
step_up,specreset,1,674734,317412,280800,116391,,132666
step_up,specreset,1,695989,318856,254880,120234,,132840
step_up,specreset,1,790977,281520,138240,127476,,116164
step_up,specreset,1,951142,307152,142560,72065,,60284
step_up,specreset,1,961846,318856,144000,70611,,60437
step_up,specreset,1,1015089,331200,144000,65563,,60261
step_up,specreset,1,1091581,318856,190080,62784,,63144
step_up,specreset,1,1184111,318472,164160,70311,,75692
step_up,specreset,1,1265388,331200,159840,69839,,66005
step_up,specreset,1,1326326,318472,194400,67580,,65524
step_up,specreset,1,1419268,317110,165600,72866,,77339
step_up,specreset,1,1502324,281520,144000,71281,,66487
step_up,specreset,1,1610977,307152,142560,63664,,60245
step_up,specreset,1,1622215,317110,141120,63239,,60267
step_up,specreset,1,1678532,331200,142560,61780,,60170
step_up,specreset,1,1762613,317110,187200,61840,,62902
step_up,specreset,1,1793618,318300,177120,63516,,68697
step_up,specreset,1,1927394,331200,158400,69568,,66936
step_up,specreset,1,1990225,318300,192960,67246,,64412
step_up,specreset,1,2082841,317960,167040,72782,,78019
step_up,specreset,1,2166412,281520,145440,71620,,67132
step_up,specreset,1,2197128,305728,144000,69268,,63031
step_up,specreset,1,2207369,317960,142560,68307,,61585
step_up,specreset,1,2260972,331200,142560,64407,,60382
step_up,specreset,1,2336924,317960,190080,62411,,63369
step_up,specreset,1,2429923,317930,161280,70839,,76338
step_up,specreset,1,2502232,281520,141120,69906,,65690
step_up,specreset,1,2642154,308576,142560,62296,,60258
step_up,specreset,1,2653638,317930,142560,62048,,60312
step_up,specreset,1,2707633,331200,142560,61184,,60265
step_up,specreset,1,2783296,317930,188640,61054,,63127
step_up,specreset,1,2876429,317670,162720,69721,,75668
step_up,specreset,1,2886671,317914,158400,70302,,74376
step_up,specreset,1,2948323,281520,141120,69560,,66434
step_up,specreset,1,5001227,57575,51840,20362,20362,20362
step_up,specreset,1,5012820,85156,,25360,,60349
step_up,specreset,1,5021842,60760,27608,24739,,20399
step_up,specreset,1,5027163,75672,33492,24633,,23893
step_up,specreset,1,5032500,88488,,29144,,60725
step_up,specreset,1,5038732,104152,,33041,,60323
step_up,specreset,1,5044973,96360,49460,31499,,20709
step_up,specreset,1,5050144,106812,56160,30109,,20381
step_up,specreset,1,5056387,121052,,33907,,60497
step_up,specreset,1,5062538,132444,,37395,,61814
step_up,specreset,1,5070835,61776,48960,35274,,20432
step_up,specreset,1,5095798,51193,1252,33411,,20373
step_up,specreset,1,5101401,52258,6260,32417,,25464
step_up,specreset,1,5187323,58438,17528,22848,20303,20303
step_up,specreset,1,5194303,61480,18780,22546,,20438
step_up,specreset,1,5306107,70132,32552,20705,,20348
step_up,specreset,1,5312023,78784,46324,20662,,20367
step_up,specreset,1,5329519,96088,61348,20572,20235,20235
step_up,specreset,1,5334918,117100,71364,20515,20123,20123
step_up,specreset,1,5340372,138112,87640,20477,,20216
step_up,specreset,1,5345714,156652,112680,20441,,20196
step_up,specreset,1,5355030,187552,126452,20416,,20243
step_up,specreset,1,5360173,223396,148988,20378,20112,20112
step_up,specreset,1,5365484,265420,167768,20352,,20175
step_up,specreset,1,5370741,312388,192808,20359,,20410
step_up,specreset,1,5380013,366772,257912,20345,,20254
step_up,specreset,1,5384910,421156,311748,20345,,20346
step_up,specreset,1,5394188,479248,363080,20534,,21674
step_up,specreset,1,5404255,539812,418168,21145,,23234
step_up,specreset,1,5409397,601612,478264,21683,,25452
step_up,specreset,1,5481601,546598,540864,39251,,45964
step_up,specreset,1,5491801,547440,456980,40867,,46088
step_up,specreset,1,5527649,475697,236628,43221,,40162
step_up,specreset,1,5637432,538733,247896,22368,,20737
step_up,specreset,1,5642522,549912,246644,22176,,20837
step_up,specreset,1,5658044,559644,242888,21648,,20458
step_up,specreset,1,5683724,549912,313000,21094,,21179
step_up,specreset,1,5719649,549358,264172,23243,,24788
step_up,specreset,1,5735033,475697,241636,23281,,22724
step_up,specreset,1,5827862,535025,239132,20491,,20271
step_up,specreset,1,5832871,547500,232872,20476,,20372
step_up,specreset,1,5848176,559644,237880,20381,,20186
step_up,specreset,1,5874080,546264,318008,20626,,21574
step_up,specreset,1,5930552,475697,236628,23208,,22277
step_up,specreset,1,6131735,547385,252904,21022,,22022
step_up,specreset,1,6136819,554916,259164,21194,,22403
step_up,specreset,1,6158200,559644,261668,21702,,22373
step_up,specreset,1,6178624,554916,316756,21758,,21648
step_up,specreset,1,6214433,554646,265424,23585,,24974
step_up,specreset,1,6235020,475697,234124,23378,,22095
step_up,specreset,1,6337471,537497,237880,20416,,20183
step_up,specreset,1,6342557,553452,237880,20389,,20203
step_up,specreset,1,6357909,559644,237880,20312,,20170
step_up,specreset,1,6378862,544800,306740,20386,,20750
step_up,specreset,1,6389617,547272,290464,20816,,22723
step_up,specreset,1,6405173,548928,266676,22024,,25058
step_up,specreset,1,6425723,475697,237880,22511,,22203
step_up,specreset,1,7387357,265424,,20360,,
step_up,specreset,1,7387612,504125,239132,24888,,56591
step_up,specreset,1,7388956,603005,212840,27950,,49390
step_up,specreset,1,7407839,480641,469500,29342,,20474
step_up,specreset,1,7413387,544913,415664,28759,,24683
step_up,specreset,1,7418428,545088,484524,28645,,27851
step_up,specreset,1,7459928,606888,483272,35428,,41371
step_up,specreset,1,7490943,582108,545872,38615,,41284
step_up,specreset,1,7542784,475697,236628,42908,,39937
step_up,specreset,1,7620779,536261,236628,23988,,20233
step_up,specreset,1,7625860,559644,235376,23506,,20138
step_up,specreset,1,7713618,475697,235376,23080,,22164
step_up,specreset,2,3164,15360,1998,,,
step_up,specreset,2,64474,16871,1879,61310,61310,61310
step_up,specreset,2,65686,18718,2504,61461,,62522
step_up,specreset,2,125523,21190,10080,61373,60758,60758
step_up,specreset,2,142304,24038,10080,61278,60616,60616
step_up,specreset,2,159150,26886,10080,61185,60539,60539
step_up,specreset,2,175998,29734,11520,61094,60464,60464
step_up,specreset,2,252658,32582,27360,60732,,60408
step_up,specreset,2,257153,35430,28800,60697,,60455
step_up,specreset,2,262946,38278,30240,60664,,60439
step_up,specreset,2,268783,41126,31680,60633,,60420
step_up,specreset,2,275248,43974,36000,60612,,60466
step_up,specreset,2,280427,46822,37440,60591,,60445
step_up,specreset,2,285982,49670,40320,60568,,60414
step_up,specreset,2,291568,52518,43200,60548,,60415
step_up,specreset,2,297393,55366,47520,60530,,60405
step_up,specreset,2,302509,58214,50400,60515,,60413
step_up,specreset,2,313238,62486,54720,60512,,60491
step_up,specreset,2,317592,65334,59040,60498,,60403
step_up,specreset,2,325626,68182,63360,60475,,60451
step_up,specreset,2,329285,71030,66240,60468,,60424
step_up,specreset,2,332000,73878,67680,60465,,60447
step_up,specreset,2,335418,76726,70560,60456,,60397
step_up,specreset,2,339071,79574,73440,60451,,60417
step_up,specreset,2,341978,82422,74880,60439,,60356
step_up,specreset,2,347463,85270,80640,60420,60307,60307
step_up,specreset,2,349978,88118,80640,60417,,60396
step_up,specreset,2,352368,90966,83520,60411,,60374
step_up,specreset,2,355005,93814,84960,60400,,60326
step_up,specreset,2,357807,96662,89280,60403,,60426
step_up,specreset,2,360181,99510,89280,60398,,60367
step_up,specreset,2,362654,102358,92160,60401,,60424
step_up,specreset,2,365390,105206,95040,60397,,60374
step_up,specreset,2,367111,108054,97920,60394,,60376
step_up,specreset,2,369514,110902,99360,60385,,60329
step_up,specreset,2,373747,113750,108000,60390,,60428
step_up,specreset,2,376058,116598,110880,60382,,60333
step_up,specreset,2,377954,119446,112320,60374,,60322
step_up,specreset,2,380437,122294,116640,60375,,60383
step_up,specreset,2,382035,125142,118080,60359,60249,60249
step_up,specreset,2,384689,127990,122400,60352,,60305
step_up,specreset,2,386069,130838,123840,60332,60192,60192
step_up,specreset,2,388519,133686,128160,60321,,60249
step_up,specreset,2,390149,136534,129600,60309,,60229
step_up,specreset,2,392342,139382,133920,60303,,60261
step_up,specreset,2,394128,142230,136800,60328,,60507
step_up,specreset,2,395825,145078,139680,60324,,60303
step_up,specreset,2,398102,147926,142560,60323,,60320
step_up,specreset,2,399576,150774,145440,60336,,60434
step_up,specreset,2,401143,153622,148320,60331,,60300
step_up,specreset,2,402799,156470,151200,60321,,60252
step_up,specreset,2,404479,159318,154080,60319,,60311
step_up,specreset,2,406010,162166,155520,60306,,60215
step_up,specreset,2,409484,165014,159840,60314,,60399
step_up,specreset,2,410908,167862,162720,60319,,60359
step_up,specreset,2,416752,179254,156960,60328,,60395
step_up,specreset,2,423100,192070,167040,60324,,60302
step_up,specreset,2,429086,206310,178560,60328,,60358
step_up,specreset,2,435719,221974,191520,60342,,60445
step_up,specreset,2,442253,237638,207360,60422,,60989
step_up,specreset,2,449256,254726,221760,60609,,61922
step_up,specreset,2,456444,271814,237600,60962,,63433
step_up,specreset,2,464072,290326,253440,61490,,65187
step_up,specreset,2,472517,310262,270720,62262,,67666
step_up,specreset,2,499766,334470,286560,65167,,73112
step_up,specreset,2,655498,317684,309600,111751,,133168
step_up,specreset,2,748015,318138,192960,126137,,132276
step_up,specreset,2,768761,318156,167040,127558,,132110
step_up,specreset,2,789934,277848,142560,127136,,119798
step_up,specreset,2,1004299,302056,141120,66587,,60419
step_up,specreset,2,1015677,318074,142560,65806,,60339
step_up,specreset,2,1070516,326880,141120,63227,,60337
step_up,specreset,2,1148135,318074,190080,62036,,63420
step_up,specreset,2,1240849,317436,164160,70266,,76265
step_up,specreset,2,1303741,277848,144000,70418,,67427
step_up,specreset,2,1324326,302056,144000,69281,,65216
step_up,specreset,2,1334443,317436,142560,68513,,63144
step_up,specreset,2,1388623,326880,139680,64709,,60424
step_up,specreset,2,1464332,317436,187200,62534,,63094
step_up,specreset,2,1526659,318166,169920,66998,,74610
step_up,specreset,2,1558154,318722,159840,69855,,74698
step_up,specreset,2,1578880,318874,154080,70540,,72275
step_up,specreset,2,1672057,326880,141120,66217,,60400
step_up,specreset,2,1747252,318874,188640,63099,,63057
step_up,specreset,2,1860618,318960,165600,70934,,72842
step_up,specreset,2,1891951,326880,162720,70704,,69432
step_up,specreset,2,1954305,318960,198720,69179,,67296
step_up,specreset,2,2203898,326880,142560,67801,,60966
step_up,specreset,2,2277025,318960,187200,63640,,62695
step_up,specreset,2,2370268,318702,162720,70304,,75568
step_up,specreset,2,2432633,277848,144000,70235,,67629
step_up,specreset,2,2581826,304904,136800,62340,,60454
step_up,specreset,2,2593020,318702,136800,62116,,60549
step_up,specreset,2,2648449,326880,138240,61308,,60482
step_up,specreset,2,2724363,318702,188640,61231,,63340
step_up,specreset,2,2818847,318002,161280,69909,,75334
step_up,specreset,2,2880966,277848,145440,70311,,67935
step_up,specreset,2,2943119,303480,141120,66065,,60381
step_up,specreset,2,2954271,318002,142560,65342,,60288
step_up,specreset,2,3008888,326880,138240,62969,,60496
step_up,specreset,2,3085170,318002,188640,61862,,63217
step_up,specreset,2,3147084,320958,168480,66834,,74918
step_up,specreset,2,3230173,277848,146880,70184,,67660
step_up,specreset,2,5036054,139492,,62579,,
step_up,specreset,2,5036300,279272,,89830,,280594
step_up,specreset,2,5061750,309176,200215,116499,,303186
step_up,specreset,2,5061989,106455,93600,25603,25603,25603
step_up,specreset,2,5071598,122988,,59248,,294764
step_up,specreset,2,5084254,129764,,88119,,290223
step_up,specreset,2,5091537,42712,9328,80449,,26764
step_up,specreset,2,5095690,53728,6448,73514,24972,24972
step_up,specreset,2,5102628,76512,,100695,,290967
step_up,specreset,2,5109860,79360,,125233,,297002
step_up,specreset,2,5120088,79172,11332,113070,,27931
step_up,specreset,2,5148596,12928,10080,101827,23127,23127
step_up,specreset,2,5183096,89140,2880,83156,,23371
step_up,specreset,2,5207991,96260,14400,75611,,22803
step_up,specreset,2,5216201,106228,11520,68770,,20887
step_up,specreset,2,5274900,119044,54720,40337,,20906
step_up,specreset,2,5288380,137556,89280,35805,20342,20342
step_up,specreset,2,5299526,161764,112320,32211,,20472
step_up,specreset,2,5304815,187396,129600,30729,,20360
step_up,specreset,2,5311147,217300,151200,29487,,20796
step_up,specreset,2,5316762,251476,182880,28349,,20390
step_up,specreset,2,5322088,291348,211680,27356,,20410
step_up,specreset,2,5328111,334068,240480,26638,,21613
step_up,specreset,2,5339133,395300,272160,25685,,22152
step_up,specreset,2,5345391,457956,332640,25538,,24510
step_up,specreset,2,5350323,520612,378720,25441,,24767
step_up,specreset,2,5361622,581844,459360,25141,,25329
step_up,specreset,2,5450169,553502,518400,45513,,54585
step_up,specreset,2,5497109,494496,227520,46024,,39686
step_up,specreset,2,5566754,553502,236160,27014,,20722
step_up,specreset,2,5593289,581760,240480,24253,,20800
step_up,specreset,2,5624491,559838,319680,22537,,22141
step_up,specreset,2,5629646,568802,311040,22592,,22983
step_up,specreset,2,5676590,494496,247680,24019,,23170
step_up,specreset,2,5832027,572816,195840,22144,,21617
step_up,specreset,2,5840465,581760,237600,22043,,21343
step_up,specreset,2,5964968,494496,241920,24444,,22908
step_up,specreset,2,6086649,555728,243360,20782,,20488
step_up,specreset,2,6091754,581760,239040,20711,,20219
step_up,specreset,2,6133660,557612,315360,20551,,21342
step_up,specreset,2,6171124,552894,253440,23400,,23856
step_up,specreset,2,6181565,494496,239040,23270,,22492
step_up,specreset,2,6401780,548608,227520,22880,,21415
step_up,specreset,2,6406985,577102,253440,22692,,21377
step_up,specreset,2,6428330,581760,246240,22138,,21291
step_up,specreset,2,6449051,577102,305280,21534,,20684
step_up,specreset,2,6480848,577520,269280,23434,,25642
step_up,specreset,2,6501792,494496,236160,23493,,22545
step_up,specreset,3,3477,15360,1998,,,
step_up,specreset,3,68538,16871,1879,65061,65061,65061
step_up,specreset,3,69790,18718,2504,65217,,66313
step_up,specreset,3,129716,21190,10080,64665,60808,60808
step_up,specreset,3,147378,24038,10080,64188,,60855
step_up,specreset,3,163903,26886,11520,63779,,60918
step_up,specreset,3,181405,29734,11520,63411,,60842
step_up,specreset,3,256861,32582,27360,61866,,60531
step_up,specreset,3,263986,35430,30240,61710,,60622
step_up,specreset,3,270008,38278,31680,61579,,60662
step_up,specreset,3,275802,41126,33120,61452,,60568
step_up,specreset,3,281498,43974,36000,61335,,60516
step_up,specreset,3,287491,46822,37440,61237,,60553
step_up,specreset,3,292154,49670,40320,61138,,60451
step_up,specreset,3,298042,52518,43200,61065,,60556
step_up,specreset,3,303963,55366,47520,60996,,60519
step_up,specreset,3,310052,58214,51840,60954,,60667
step_up,specreset,3,317545,62486,54720,60907,,60585
step_up,specreset,3,322192,65334,60480,60848,,60435
step_up,specreset,3,326705,68182,61920,60797,,60444
step_up,specreset,3,330495,71030,64800,60754,,60454
step_up,specreset,3,333922,73878,67680,60702,60342,60342
step_up,specreset,3,337568,76726,70560,60669,,60439
step_up,specreset,3,344465,79574,74880,60606,,60453
step_up,specreset,3,347984,82422,77760,60583,,60425
step_up,specreset,3,350518,85270,80640,60568,,60465
step_up,specreset,3,353042,88118,82080,60549,,60418
step_up,specreset,3,358573,90966,86400,60518,,60394
step_up,specreset,3,361353,93814,87840,60515,,60497
step_up,specreset,3,364081,96662,90720,60513,,60500
step_up,specreset,3,367027,99510,95040,60500,,60412
step_up,specreset,3,368890,102358,96480,60491,,60430
step_up,specreset,3,371743,105206,99360,60488,,60471
step_up,specreset,3,373481,108054,99360,60479,,60420
step_up,specreset,3,376381,110902,105120,60492,,60587
step_up,specreset,3,378091,113750,106560,60491,,60488
step_up,specreset,3,380559,116598,109440,60476,,60373
step_up,specreset,3,382143,119446,110880,60447,60249,60249
step_up,specreset,3,384941,122294,113760,60469,,60628
step_up,specreset,3,386998,125142,118080,60441,,60250
step_up,specreset,3,388645,127990,119520,60419,,60265
step_up,specreset,3,390967,130838,123840,60412,,60364
step_up,specreset,3,392584,133686,125280,60392,,60256
step_up,specreset,3,394534,136534,128160,60374,,60252
step_up,specreset,3,397197,139382,133920,60370,,60344
step_up,specreset,3,398293,142230,133920,60355,,60253
step_up,specreset,3,400812,145078,139680,60352,,60331
step_up,specreset,3,402870,149350,141120,60343,,60285
step_up,specreset,3,404693,152198,145440,60325,60205,60205
step_up,specreset,3,406280,155046,148320,60316,,60259
step_up,specreset,3,408368,157894,152640,60316,,60318
step_up,specreset,3,410115,160742,155520,60313,,60296
step_up,specreset,3,411252,163590,156960,60306,,60259
step_up,specreset,3,412788,166438,159840,60293,,60207
step_up,specreset,3,414934,169286,164160,60295,,60311
step_up,specreset,3,416163,172134,165600,60289,,60250
step_up,specreset,3,422040,183526,161280,60317,,60515
step_up,specreset,3,428786,197766,169920,60323,,60372
step_up,specreset,3,435309,212006,184320,60351,,60549
step_up,specreset,3,441140,226246,198720,60366,,60477
step_up,specreset,3,447199,240486,213120,60435,,60925
step_up,specreset,3,454323,257574,224640,60636,,62047
step_up,specreset,3,461366,274662,240480,60989,,63463
step_up,specreset,3,469172,293174,256320,61552,,65496
step_up,specreset,3,486275,314534,272160,63412,,70832
step_up,specreset,3,526681,340166,289440,69407,,84169
step_up,specreset,3,660597,316392,316800,109239,,129135
step_up,specreset,3,670756,316400,290880,112209,,133003
step_up,specreset,3,794077,275400,141120,127080,,118897
step_up,specreset,3,1106868,301032,141120,62610,,60338
step_up,specreset,3,1118049,322096,142560,62328,,60358
step_up,specreset,3,1174042,324000,138240,61397,,60299
step_up,specreset,3,1250880,322096,190080,61231,,63299
step_up,specreset,3,1324087,322286,167040,67915,,77122
step_up,specreset,3,1344791,322502,161280,69829,,75373
step_up,specreset,3,1408789,275400,144000,70066,,67210
step_up,specreset,3,1492678,301032,139680,64517,,60508
step_up,specreset,3,1504145,322502,142560,64017,,60523
step_up,specreset,3,1559691,324000,138240,62266,,60439
step_up,specreset,3,1636237,322502,188640,61611,,63464
step_up,specreset,3,1719117,318230,165600,69162,,77151
step_up,specreset,3,1792053,275400,145440,70393,,67916
step_up,specreset,3,1921191,302456,138240,62980,,60443
step_up,specreset,3,1932217,318230,139680,62641,,60268
step_up,specreset,3,1988068,324000,139680,61544,,
step_up,specreset,3,2066101,318230,188640,61336,,63535
step_up,specreset,3,2161177,316958,161280,70104,,75491
step_up,specreset,3,2213905,275400,144000,70824,,69597
step_up,specreset,3,2331254,301032,142560,63683,,60438
step_up,specreset,3,2341878,316958,139680,63274,,60415
step_up,specreset,3,2397745,324000,139680,61864,,60407
step_up,specreset,3,2475160,316958,188640,61424,,63347
step_up,specreset,3,2633458,275400,142560,70101,,67212
step_up,specreset,3,4907429,301032,139680,60526,,60431
step_up,specreset,3,4917786,318382,135360,60535,,60602
step_up,specreset,3,4973692,324000,139680,60521,,60595
step_up,specreset,3,4994052,87623,64800,20296,20296,20296
step_up,specreset,3,5005459,114220,,25304,,60363
step_up,specreset,3,5014772,77008,42444,24689,,20385
step_up,specreset,3,5020185,99524,39564,24185,,20657
step_up,specreset,3,5025555,123464,39816,23706,,20357
step_up,specreset,3,5038193,128300,44076,27368,,20585
step_up,specreset,3,5043520,144824,60480,26507,,20480
step_up,specreset,3,5048731,157640,,31114,,63365
step_up,specreset,3,5053896,170456,,35246,,64172
step_up,specreset,3,5059350,86224,70560,33403,,20505
step_up,specreset,3,5064960,86660,70996,31770,,20341
step_up,specreset,3,5081687,126608,24604,30359,,20483
step_up,specreset,3,5086834,143804,27232,29101,,20301
step_up,specreset,3,5092246,150924,38752,28420,,23653
step_up,specreset,3,5107502,27232,70560,27421,,20435
step_up,specreset,3,5112818,38752,51840,26545,,20417
step_up,specreset,3,5118214,48851,33120,25783,,20456
step_up,specreset,3,5123515,67363,25920,25110,,20400
step_up,specreset,3,5128839,81603,47520,24511,,20323
step_up,specreset,3,5144316,97267,66240,24024,,20621
step_up,specreset,3,5149446,130019,64800,23569,,20384
step_up,specreset,3,5154528,162771,69120,23195,,20577
step_up,specreset,3,5170280,196947,129600,22889,,20748
step_up,specreset,3,5180522,239667,146880,22259,20165,20165
step_up,specreset,3,5185766,282387,168480,22004,,20223
step_up,specreset,3,5191001,292355,231840,21833,,20636
step_up,specreset,3,5196397,342195,243360,21643,,20316
step_up,specreset,3,5201645,394883,289440,21488,,20410
step_up,specreset,3,5206815,457539,332640,21367,,20520
step_up,specreset,3,5217507,518771,396000,21601,,23168
step_up,specreset,3,5222622,581427,456480,21898,,23977
step_up,specreset,3,5305778,555344,519840,40526,,45993
step_up,specreset,3,5352580,478584,239040,43750,,40623
step_up,specreset,3,5502470,539816,239040,20870,,20244
step_up,specreset,3,5507538,548884,239040,20781,,20165
step_up,specreset,3,5528004,563040,239040,20558,,20191
step_up,specreset,3,5554128,548884,315360,20573,,21387
step_up,specreset,3,5590549,549346,270720,23421,,25499
step_up,specreset,3,5595627,549774,262080,23576,,24663
step_up,specreset,3,5627015,563040,241920,22645,,20503
step_up,specreset,3,5652777,549774,315360,21687,,21306
step_up,specreset,3,5714846,478584,236160,23628,,22230
step_up,specreset,3,5874970,541240,241920,20508,,20436
step_up,specreset,3,5880163,549774,239040,20480,,20289
step_up,specreset,3,5895845,563040,237600,20383,,20180
step_up,specreset,3,5921614,548816,313920,20421,,21172
step_up,specreset,3,5957500,550862,262080,22870,,24641
step_up,specreset,3,5971510,478584,182880,23773,,23661
step_up,specreset,3,6014992,539816,249120,22232,,20915
step_up,specreset,3,6020159,563040,246240,22048,,20764
step_up,specreset,3,6119168,478584,240480,23872,,22434
step_up,specreset,3,6219104,539816,239040,20531,,20151
step_up,specreset,3,6224438,563040,240480,20495,,20247
step_up,specreset,3,6326558,478584,250560,23676,,21971
step_up,specreset,3,6342155,539816,259200,22866,,20663
step_up,specreset,3,6347274,563040,262080,22595,,20700
step_up,specreset,3,6521296,478584,256320,24367,,22490
step_up,specreset,4,3267,15360,1998,,,
step_up,specreset,4,64829,16871,1879,61562,61562,61562
step_up,specreset,4,66063,18718,2504,61716,,62796
step_up,specreset,4,125780,21190,10080,61595,60755,60755
step_up,specreset,4,142525,24038,10080,61467,60576,60576
step_up,specreset,4,159368,26886,10080,61345,60498,60498
step_up,specreset,4,176927,29734,11520,61315,,61108
step_up,specreset,4,252350,32582,27360,60851,60428,60428
step_up,specreset,4,256946,35430,30240,60796,60418,60418
step_up,specreset,4,263488,38278,30240,60745,60394,60394
step_up,specreset,4,268993,41126,31680,60699,60383,60383
step_up,specreset,4,274945,43974,34560,60676,,60520
step_up,specreset,4,280569,46822,37440,60645,,60431
step_up,specreset,4,286236,49670,40320,60624,,60483
step_up,specreset,4,292373,52518,44640,60673,,61018
step_up,specreset,4,297591,55366,47520,60639,,60408
step_up,specreset,4,303345,58214,50400,60617,,60469
step_up,specreset,4,312998,62486,54720,60610,,60564
step_up,specreset,4,317154,65334,59040,60566,60261,60261
step_up,specreset,4,321596,68182,63360,60530,,60285
step_up,specreset,4,325168,71030,63360,60515,,60410
step_up,specreset,4,332013,73878,69120,60493,,60455
step_up,specreset,4,335365,76726,72000,60472,,60325
step_up,specreset,4,338899,79574,73440,60457,,60355
step_up,specreset,4,341299,82422,74880,60444,,60359
step_up,specreset,4,344110,85270,76320,60431,,60347
step_up,specreset,4,346866,88118,79200,60424,,60377
step_up,specreset,4,349583,90966,80640,60417,,60368
step_up,specreset,4,355146,93814,86400,60427,,60378
step_up,specreset,4,357669,96662,87840,60421,,60385
step_up,specreset,4,360395,99510,90720,60413,,60363
step_up,specreset,4,362727,102358,93600,60403,,60333
step_up,specreset,4,365024,105206,95040,60398,,60363
step_up,specreset,4,367398,108054,97920,60387,,60311
step_up,specreset,4,369852,110902,100800,60381,,60346
step_up,specreset,4,373439,113750,108000,60377,,60353
step_up,specreset,4,375938,116598,110880,60372,,60343
step_up,specreset,4,377724,119446,113760,60362,,60293
step_up,specreset,4,380011,122294,116640,60345,60232,60232
step_up,specreset,4,381696,125142,118080,60331,,60233
step_up,specreset,4,384242,127990,122400,60321,,60254
step_up,specreset,4,385744,130838,123840,60309,60228,60228
step_up,specreset,4,388196,133686,128160,60299,,60232
step_up,specreset,4,389758,136534,129600,60296,,60278
step_up,specreset,4,392227,139382,133920,60291,,60259
step_up,specreset,4,393682,142230,136800,60278,60192,60192
step_up,specreset,4,395373,145078,139680,60270,,60216
step_up,specreset,4,397075,147926,141120,60258,60177,60177
step_up,specreset,4,399136,150774,145440,60248,,60183
step_up,specreset,4,400738,153622,148320,60244,,60216
step_up,specreset,4,402919,156470,151200,60262,,60388
step_up,specreset,4,404347,159318,154080,60252,,60186
step_up,specreset,4,405926,162166,156960,60245,,60198
step_up,specreset,4,407100,165014,158400,60237,,60185
step_up,specreset,4,410302,167862,162720,60242,,60307
step_up,specreset,4,416788,179254,156960,60259,,60379
step_up,specreset,4,422337,192070,167040,60263,,60292
step_up,specreset,4,429203,207734,177120,60272,,60341
step_up,specreset,4,435117,221974,192960,60282,,60354
step_up,specreset,4,441692,237638,207360,60353,,60856
step_up,specreset,4,448802,254726,221760,60542,,61872
step_up,specreset,4,455937,271814,237600,60892,,63347
step_up,specreset,4,463605,290326,253440,61424,,65151
step_up,specreset,4,471902,310262,270720,62183,,67500
step_up,specreset,4,500423,334470,286560,65172,,73576
step_up,specreset,4,655928,314966,311040,111731,,132737
step_up,specreset,4,666134,315668,289440,114369,,132842
step_up,specreset,4,697359,316410,252000,120468,,132810
step_up,specreset,4,791137,279072,136800,127095,,115146
step_up,specreset,4,919384,304704,139680,77457,,60227
step_up,specreset,4,930336,317834,141120,75307,,60261
step_up,specreset,4,985121,328320,145440,68002,,60321
step_up,specreset,4,1058662,317834,187200,63724,,62569
step_up,specreset,4,1140678,318202,162720,69338,,76245
step_up,specreset,4,1151292,318250,158400,69963,,74342
step_up,specreset,4,1204157,279072,144000,70081,,68068
step_up,specreset,4,1333962,306128,142560,62832,,60267
step_up,specreset,4,1345173,318250,142560,62519,,60329
step_up,specreset,4,1400607,328320,144000,61446,,60338
step_up,specreset,4,1477638,318250,188640,61216,,63303
step_up,specreset,4,1702899,328320,141120,67694,,60420
step_up,specreset,4,1779877,318250,188640,63627,,63155
step_up,specreset,4,1822173,319298,177120,65733,,71257
step_up,specreset,4,1935905,279072,144000,70454,,67288
step_up,specreset,4,1946560,303280,146880,69976,,66630
step_up,specreset,4,1956729,319298,145440,69318,,64717
step_up,specreset,4,2009548,328320,144000,65431,,60344
step_up,specreset,4,2299392,279072,144000,70353,,66992
step_up,specreset,4,2406219,306128,141120,63609,,60263
step_up,specreset,4,2417979,328320,142560,63212,,60433
step_up,specreset,4,2697257,279072,142560,69743,,66301
step_up,specreset,4,4998762,56151,51840,20169,20169,20169
step_up,specreset,4,5009546,82480,,25187,,60320
step_up,specreset,4,5019426,59508,29048,24577,,20314
step_up,specreset,4,5024806,74608,36184,24029,,20196
