arm,rep,time_us,cwnd,bytes_in_flight,smoothed_rtt,min_rtt,latest_rtt
quicgo,4,56634.247,66560,52992,23152,,23813
quicgo,4,56648.289,,54272,,,
quicgo,4,56652.573,,55552,,,
quicgo,4,57861.972,,56832,,,
quicgo,4,57874.023,,58112,,,
quicgo,4,57893.96,,59392,,,
quicgo,4,57904.670000000006,,60672,,,
quicgo,4,58338.0,70400,56832,23264,,24051
quicgo,4,58422.654,,58112,,,
quicgo,4,59378.151000000005,72960,55552,23326,,23766
quicgo,4,59399.83,,56832,,,
quicgo,4,59404.274,,58112,,,
quicgo,4,59408.268,,59392,,,
quicgo,4,60620.069,76800,56591,23343,,23465
quicgo,4,60644.621,,57871,,,
quicgo,4,60651.117,,59151,,,
quicgo,4,60660.083999999995,,60431,,,
quicgo,4,60666.75,,61711,,,
quicgo,4,61606.809,79360,59151,23307,,23062
quicgo,4,61633.563,,60431,,,
quicgo,4,61641.089,,61711,,,
quicgo,4,61651.879,,62991,,,
quicgo,4,61684.367,,64271,,,
quicgo,4,62608.873,81920,61711,23403,,24080
quicgo,4,62632.864,,61982,,,
quicgo,4,62638.849,,63262,,,
quicgo,4,62641.981999999996,,64542,,,
quicgo,4,62651.491,,65822,,,
quicgo,4,63558.669,84480,63262,23434,,23655
quicgo,4,63572.291,,64542,,,
quicgo,4,63575.524000000005,,65822,,,
quicgo,4,63587.114,,67102,,,
quicgo,4,64977.627,,68382,,,
quicgo,4,64985.28399999999,,69662,,,
quicgo,4,65011.837,,70942,,,
quicgo,4,65032.534999999996,,72222,,,
quicgo,4,65042.784,,73502,,,
quicgo,4,66335.88799999999,,74782,,,
quicgo,4,66345.84599999999,,76062,,,
quicgo,4,66373.18999999999,,77342,,,
quicgo,4,66377.844,,78622,,,
quicgo,4,66399.734,,79902,,,
quicgo,4,67700.43400000001,,81182,,,
quicgo,4,67826.49399999999,,82462,,,
quicgo,4,67834.812,,83742,,,
quicgo,4,67846.722,,85022,,,
quicgo,4,68644.311,87040,82462,23077,20579,20579
quicgo,4,68712.661,,83742,,,
quicgo,4,68718.596,,85022,,,
quicgo,4,68724.661,,86302,,,
quicgo,4,68729.065,,87582,,,
quicgo,4,69398.872,89600,85022,22850,,21261
quicgo,4,69415.59700000001,,86302,,,
quicgo,4,69421.622,,87582,,,
quicgo,4,69442.26000000001,,87853,,,
quicgo,4,69546.952,,89133,,,
quicgo,4,70491.354,92160,86573,22669,,21404
quicgo,4,70508.689,,87853,,,
quicgo,4,70514.704,,89133,,,
quicgo,4,70520.91,,90413,,,
quicgo,4,70541.387,,91693,,,
quicgo,4,71481.882,94720,89133,22641,,22449
quicgo,4,71497.265,,90413,,,
quicgo,4,71515.001,,91693,,,
quicgo,4,71541.854,,92973,,,
quicgo,4,71547.629,,94253,,,
quicgo,4,72662.712,97280,91693,22662,,22815
quicgo,4,72687.804,,92973,,,
quicgo,4,72693.92000000001,,94253,,,
quicgo,4,72700.265,,95533,,,
quicgo,4,72704.939,,96813,,,
quicgo,4,72727.609,,98093,,,
quicgo,4,73732.389,99840,95533,22813,,23871
quicgo,4,73800.629,,96813,,,
quicgo,4,73807.956,,98093,,,
quicgo,4,73819.956,,99373,,,
quicgo,4,73844.668,,100653,,,
quicgo,4,74846.386,102400,98093,22947,,23886
quicgo,4,74879.004,,99373,,,
quicgo,4,74884.899,,100653,,,
quicgo,4,74891.275,,101933,,,
quicgo,4,74910.832,,103213,,,
quicgo,4,75809.19,104960,100653,23186,,24859
quicgo,4,75832.89,,101933,,,
quicgo,4,75842.369,,103213,,,
quicgo,4,75849.415,,104493,,,
quicgo,4,75855.59999999999,,105773,,,
quicgo,4,76810.917,107520,103213,23344,,24457
quicgo,4,76839.472,,103492,,,
quicgo,4,76847.529,,104772,,,
quicgo,4,76852.334,,106052,,,
quicgo,4,76868.90800000001,,107332,,,
quicgo,4,76901.977,,108612,,,
quicgo,4,78033.26800000001,111360,105781,23516,,24726
quicgo,4,78050.88399999999,,107061,,,
quicgo,4,78057.13900000001,,108341,,,
quicgo,4,78061.763,,109621,,,
quicgo,4,78067.458,,110901,,,
quicgo,4,78086.595,,112181,,,
quicgo,4,79179.803,113920,109621,23784,,25662
quicgo,4,79202.783,,110901,,,
quicgo,4,79208.038,,112181,,,
quicgo,4,79214.663,,113461,,,
quicgo,4,79233.54999999999,,114741,,,
quicgo,4,80212.958,116480,112181,24065,,26035
quicgo,4,80236.72899999999,,113461,,,
quicgo,4,80241.54299999999,,114741,,,
quicgo,4,80246.407,,116021,,,
quicgo,4,80250.541,,117301,,,
quicgo,4,81752.431,120320,113461,24327,,26168
quicgo,4,81782.938,,114741,,,
quicgo,4,81790.745,,116021,,,
quicgo,4,81795.439,,117301,,,
quicgo,4,81800.253,,118581,,,
quicgo,4,81883.45599999999,,119861,,,
quicgo,4,81892.264,,121141,,,
quicgo,4,83415.194,124160,117301,24620,,26674
quicgo,4,83433.62000000001,,118581,,,
quicgo,4,83437.424,,119861,,,
quicgo,4,83440.25600000001,,121141,,,
quicgo,4,83461.054,,121412,,,
quicgo,4,83542.025,,122692,,,
quicgo,4,83574.724,,123972,,,
quicgo,4,83579.408,,125252,,,
quicgo,4,84365.67700000001,126720,122692,24845,,26426
quicgo,4,84379.16900000001,,123972,,,
quicgo,4,84382.86200000001,,125252,,,
quicgo,4,84386.366,,126532,,,
quicgo,4,84400.378,,127812,,,
quicgo,4,85475.81,129280,125252,25179,,27518
quicgo,4,85493.736,,126532,,,
quicgo,4,85498.129,,127812,,,
quicgo,4,85502.954,,129092,,,
quicgo,4,85524.87299999999,,130372,,,
quicgo,4,86590.567,131840,127812,25414,,27060
quicgo,4,86614.378,,129092,,,
quicgo,4,86624.076,,130372,,,
quicgo,4,86632.25300000001,,131652,,,
quicgo,4,86651.79999999999,,132932,,,
quicgo,4,87612.43299999999,134400,130372,25748,,28090
quicgo,4,87705.704,,131652,,,
quicgo,4,87715.933,,132932,,,
quicgo,4,87724.201,,134212,,,
quicgo,4,87729.505,,135492,,,
quicgo,4,88782.468,136960,132932,26030,,28010
quicgo,4,88810.152,,134212,,,
quicgo,4,88821.512,,135492,,,
quicgo,4,88858.514,,136772,,,
quicgo,4,88864.30900000001,,138052,,,
quicgo,4,89704.71,139520,135492,26396,,28959
quicgo,4,89726.49900000001,,136772,,,
quicgo,4,89730.853,,138052,,,
quicgo,4,89735.587,,139332,,,
quicgo,4,89741.012,,139603,,,
quicgo,4,90673.549,142080,137043,26715,,28953
quicgo,4,90687.38100000001,,138323,,,
quicgo,4,90690.274,,139603,,,
quicgo,4,90693.68699999999,,140883,,,
quicgo,4,90696.28899999999,,142163,,,
quicgo,4,91720.527,144640,139603,27129,,30033
quicgo,4,91732.968,,140883,,,
quicgo,4,91735.84,,142163,,,
quicgo,4,91752.935,,143443,,,
quicgo,4,91755.758,,144723,,,
quicgo,4,92351.61499999999,147200,143172,27441,,29631
quicgo,4,92369.22,,144452,,,
quicgo,4,92376.186,,145732,,,
quicgo,4,92408.63500000001,,147012,,,
quicgo,4,92416.992,,148292,,,
quicgo,4,93568.05099999999,149760,145732,27862,,30814
quicgo,4,93599.158,,147012,,,
quicgo,4,93605.564,,148292,,,
quicgo,4,93636.11,,149572,,,
quicgo,4,93646.399,,150852,,,
quicgo,4,94563.663,152320,148292,28236,,30860
quicgo,4,94595.24,,149572,,,
quicgo,4,94600.955,,150852,,,
quicgo,4,94620.803,,152132,,,
quicgo,4,94668.445,,153412,,,
quicgo,4,95717.83499999999,154880,150852,28534,,30626
quicgo,4,95744.128,,152132,,,
quicgo,4,95749.73199999999,,153412,,,
quicgo,4,95755.678,,154692,,,
quicgo,4,95776.936,,155972,,,
quicgo,4,96689.796,157440,153412,28918,,31607
quicgo,4,96705.84,,154692,,,
quicgo,4,96712.88699999999,,155972,,,
quicgo,4,96720.09300000001,,156251,,,
quicgo,4,96950.63500000001,,157531,,,
quicgo,4,97742.133,160000,154971,29387,,32674
quicgo,4,97755.705,,156251,,,
quicgo,4,97759.518,,157531,,,
quicgo,4,97763.021,,158811,,,
quicgo,4,97773.911,,160091,,,
quicgo,4,98798.49799999999,162560,157531,29762,,32388
quicgo,4,98816.524,,158811,,,
quicgo,4,98819.547,,160091,,,
quicgo,4,98822.33899999999,,161371,,,
quicgo,4,98824.511,,162651,,,
quicgo,4,99849.16900000001,165120,160091,30219,,33422
quicgo,4,99869.20700000001,,161371,,,
quicgo,4,99873.18999999999,,162651,,,
quicgo,4,99895.009,,163931,,,
quicgo,4,99899.01299999999,,165211,,,
quicgo,4,101033.40699999999,167680,162651,30599,,33261
quicgo,4,101102.43699999999,,163931,,,
quicgo,4,101108.11200000001,,165211,,,
quicgo,4,101114.87800000001,,166491,,,
quicgo,4,101143.81400000001,,167771,,,
quicgo,4,102015.354,170240,165211,31050,,34214
quicgo,4,102109.496,,166491,,,
quicgo,4,102117.73300000001,,167771,,,
quicgo,4,102124.689,,169051,,,
quicgo,4,102144.857,,170331,,,
quicgo,4,103170.70599999999,172800,167771,31454,,34288
quicgo,4,103195.718,,169051,,,
quicgo,4,103201.19200000001,,170331,,,
quicgo,4,103207.198,,171611,,,
quicgo,4,103211.481,,172891,,,
quicgo,4,104049.346,175360,170331,31926,,35233
quicgo,4,104066.061,,171611,,,
quicgo,4,104069.96399999999,,171882,,,
quicgo,4,104241.32400000001,,173162,,,
quicgo,4,104250.032,,174442,,,
quicgo,4,104264.244,,175722,,,
quicgo,4,105790.19200000001,180480,171611,32470,,36280
quicgo,4,105866.029,,172891,,,
quicgo,4,105870.302,,174171,,,
quicgo,4,105886.647,,175451,,,
quicgo,4,105889.439,,176731,,,
quicgo,4,105896.135,,178011,,,
quicgo,4,105898.397,,179291,,,
quicgo,4,105905.213,,180571,,,
quicgo,4,106880.897,183040,178011,32942,,36248
quicgo,4,106903.27600000001,,179291,,,
quicgo,4,106908.421,,180571,,,
quicgo,4,106914.156,,181851,,,
quicgo,4,106932.732,,183131,,,
quicgo,4,107908.247,185600,180571,33484,,37283
quicgo,4,107931.027,,181851,,,
quicgo,4,107936.712,,183131,,,
quicgo,4,107943.237,,184411,,,
quicgo,4,107948.252,,185691,,,
quicgo,4,109085.339,188160,183131,33980,,37455
quicgo,4,109114.46399999999,,184411,,,
quicgo,4,109120.17899999999,,185691,,,
quicgo,4,109126.945,,186971,,,
quicgo,4,109147.823,,188251,,,
quicgo,4,110056.499,190720,185691,34536,,38436
quicgo,4,110079.519,,186971,,,
quicgo,4,110111.047,,188251,,,
quicgo,4,110122.967,,189531,,,
quicgo,4,110131.145,,190811,,,
quicgo,4,111262.196,193280,188251,35007,,38312
quicgo,4,111296.166,,188530,,,
quicgo,4,111304.75300000001,,189810,,,
quicgo,4,111310.158,,191090,,,
quicgo,4,111330.03600000001,,192370,,,
quicgo,4,111335.16,,193650,,,
quicgo,4,112187.40699999999,195840,191090,35554,,39385
quicgo,4,112311.255,,192370,,,
quicgo,4,112317.581,,193650,,,
quicgo,4,112334.966,,194930,,,
quicgo,4,112339.98,,196210,,,
quicgo,4,113340.127,198400,193650,36171,,40498
quicgo,4,113377.65000000001,,194930,,,
quicgo,4,113383.275,,196210,,,
quicgo,4,113401.26,,197490,,,
quicgo,4,113406.735,,198770,,,
quicgo,4,114302.791,200960,196210,36697,,40385
quicgo,4,114327.352,,197490,,,
quicgo,4,114332.687,,198770,,,
quicgo,4,114357.47899999999,,200050,,,
quicgo,4,114362.42300000001,,201330,,,
quicgo,4,115366.48300000001,203520,198770,37290,,41442
quicgo,4,115432.97099999999,,200050,,,
quicgo,4,115437.925,,201330,,,
quicgo,4,115443.29000000001,,202610,,,
quicgo,4,115466.83,,203890,,,
quicgo,4,115716.83,204800,202610,37719,,40728
quicgo,4,115753.862,,203890,,,
quicgo,4,115762.319,,205170,,,
quicgo,4,117017.099,,202610,38246,,41937
quicgo,4,117041.22,,203890,,,
quicgo,4,117046.325,,205170,,,
quicgo,4,118056.73,,202610,38727,,42094
quicgo,4,118092.101,,203890,,,
quicgo,4,118098.306,,205170,,,
quicgo,4,119084.16,,202610,39275,,43112
quicgo,4,119133.113,,202881,,,
quicgo,4,119141.08,,204161,,,
quicgo,4,119145.424,,205441,,,
quicgo,4,119839.353,,203882,39730,,42918
quicgo,4,120179.429,,205162,,,
quicgo,4,120602.395,,202602,40219,,43645
quicgo,4,120624.064,,203882,,,
quicgo,4,120630.36,,205162,,,
quicgo,4,122589.962,,201322,40738,,44375
quicgo,4,122651.365,,202602,,,
quicgo,4,122660.483,,203882,,,
quicgo,4,122665.448,,205162,,,
quicgo,4,123383.447,,202602,41289,,45149
quicgo,4,123402.174,,203882,,,
quicgo,4,123407.759,,205162,,,
quicgo,4,124451.12299999999,,202602,41912,,46281
quicgo,4,124482.81,,203882,,,
quicgo,4,124488.976,,205162,,,
quicgo,4,125510.361,,202602,42448,,46204
quicgo,4,125571.805,,203882,,,
quicgo,4,125575.27799999999,,205162,,,
quicgo,4,126519.235,,202602,43044,,47222
quicgo,4,126537.161,,203882,,,
quicgo,4,126540.594,,205162,,,
quicgo,4,127627.05,,202602,43572,,47271
quicgo,4,127650.63100000001,,203882,,,
quicgo,4,127656.406,,205162,,,
quicgo,4,128755.92499999999,,202602,44173,,48386
quicgo,4,128780.136,,203882,,,
quicgo,4,128785.24100000001,,205162,,,
quicgo,4,129787.84899999999,,202602,44637,,47891
quicgo,4,129816.06400000001,,203882,,,
quicgo,4,129822.079,,205162,,,
quicgo,4,130833.12599999999,,202602,45170,,48905
quicgo,4,130887.44299999998,,203882,,,
quicgo,4,130893.328,,205162,,,
quicgo,4,131772.179,,202602,45761,,49904
quicgo,4,131791.245,,203882,,,
quicgo,4,131795.969,,205162,,,
quicgo,4,132863.839,,202602,46208,,49344
quicgo,4,132892.28399999999,,202883,,,
quicgo,4,132898.25999999998,,204163,,,
quicgo,4,132903.584,,205443,,,
quicgo,4,133444.99899999998,,203892,46671,,49920
quicgo,4,133463.08500000002,,205172,,,
quicgo,4,134720.63700000002,,202612,47209,,50977
quicgo,4,134784.453,,203892,,,
quicgo,4,134790.298,,205172,,,
quicgo,4,135695.046,,202612,47707,,51198
quicgo,4,135720.938,,203892,,,
quicgo,4,135726.603,,205172,,,
quicgo,4,136826.31100000002,,202612,48283,,52319
quicgo,4,136851.88299999997,,203892,,,
quicgo,4,136857.749,,205172,,,
quicgo,4,137795.386,,202612,48768,,52169
quicgo,4,137850.56399999998,,203892,,,
quicgo,4,137857.16,,205172,,,
quicgo,4,138907.411,,202612,49334,,53301
quicgo,4,138931.652,,203892,,,
quicgo,4,138951.709,,205172,,,
quicgo,4,139904.834,,202612,49814,,53181
quicgo,4,139923.891,,203892,,,
quicgo,4,139929.30599999998,,205172,,,
quicgo,4,141367.728,,202612,50371,,54274
quicgo,4,141394.171,,203892,,,
quicgo,4,141401.62699999998,,205172,,,
quicgo,4,142031.65899999999,,202612,50859,,54281
quicgo,4,142056.06,,203892,,,
quicgo,4,142061.095,,205172,,,
quicgo,4,143082.699,,202612,51415,,55313
quicgo,4,143121.523,,203892,,,
quicgo,4,143128.049,,205172,,,
quicgo,4,144310.135,,202612,51907,,55356
quicgo,4,144340.20200000002,,203892,,,
quicgo,4,144345.787,,205172,,,
quicgo,4,145235.571,,202612,52456,,56301
quicgo,4,145258.971,,203892,,,
quicgo,4,145264.52599999998,,205172,,,
quicgo,4,146206.887,,202612,52946,,56383
quicgo,4,146244.54,,203892,,,
quicgo,4,146249.184,,204173,,,
quicgo,4,146305.714,,205453,,,
quicgo,4,147301.547,,202622,53513,,57490
quicgo,4,147316.9,,203902,,,
quicgo,4,147320.62300000002,,205182,,,
quicgo,4,148441.325,,202622,54028,,57636
quicgo,4,148464.616,,203902,,,
quicgo,4,148469.46,,205182,,,
quicgo,4,149641.617,,202622,54627,,58824
quicgo,4,149672.935,,203902,,,
quicgo,4,149679.53,,205182,,,
quicgo,4,150748.241,,202622,55150,,58811
quicgo,4,150818.833,,203902,,,
quicgo,4,150824.15800000002,,205182,,,
quicgo,4,151648.095,,202622,55728,,59775
quicgo,4,151673.22699999998,,203902,,,
quicgo,4,151679.382,,205182,,,
quicgo,4,152663.80000000002,,202622,56286,,60197
quicgo,4,152683.06699999998,,203902,,,
quicgo,4,152687.991,,205182,,,
quicgo,4,153728.963,,202622,56907,,61257
quicgo,4,153747.96,,203902,,,
quicgo,4,153775.62399999998,,205182,,,
quicgo,4,154783.743,,202622,57430,,61095
quicgo,4,154846.307,,203902,,,
quicgo,4,154852.68300000002,,205182,,,
quicgo,4,156174.13199999998,,202622,58016,,62125
quicgo,4,156199.524,,203902,,,
quicgo,4,156204.819,,205182,,,
quicgo,4,157052.121,,202622,58553,,62319
quicgo,4,157076.132,,203902,,,
quicgo,4,157081.426,,205182,,,
quicgo,4,158040.837,,202622,59151,,63345
quicgo,4,158060.334,,203902,,,
quicgo,4,158063.497,,205182,,,
quicgo,4,159080.759,,202622,59659,,63219
quicgo,4,159105.871,,203902,,,
quicgo,4,159110.935,,205182,,,
quicgo,4,160025.55599999998,,202622,60225,,64194
quicgo,4,160041.47,,203902,,,
quicgo,4,160045.774,,204184,,,
quicgo,4,160129.097,,205464,,,
quicgo,4,161243.11299999998,,202625,60758,,64492
quicgo,4,161267.885,,203905,,,
quicgo,4,161271.77800000002,,205185,,,
quicgo,4,162483.29,,202625,61234,,64568
quicgo,4,162508.562,,203905,,,
quicgo,4,162514.207,,205185,,,
quicgo,4,163357.04,,202625,61768,,65506
quicgo,4,163426.0,,203905,,,
quicgo,4,163432.256,,205185,,,
quicgo,4,164586.813,,202625,62252,,65640
quicgo,4,164613.946,,203905,,,
quicgo,4,164618.661,,205185,,,
quicgo,4,165584.98700000002,,202625,62799,,66635
quicgo,4,165622.53999999998,,203905,,,
quicgo,4,165628.355,,205185,,,
quicgo,4,166643.185,,202625,63283,,66671
quicgo,4,166716.25900000002,,203905,,,
quicgo,4,166722.66400000002,,205185,,,
quicgo,4,167610.097,,202625,63828,,67645
quicgo,4,167633.107,,203905,,,
quicgo,4,167643.636,,205185,,,
quicgo,4,168640.029,,202625,64281,,67454
quicgo,4,168656.894,,203905,,,
quicgo,4,168662.45799999998,,205185,,,
quicgo,4,169806.23700000002,,202625,64818,,68584
quicgo,4,169905.734,,203905,,,
quicgo,4,169913.21,,205185,,,
quicgo,4,170939.11299999998,,202625,65312,,68770
quicgo,4,170967.428,,203905,,,
quicgo,4,170973.954,,205185,,,
quicgo,4,172004.022,,202625,65877,,69834
quicgo,4,172032.708,,203905,,,
quicgo,4,172038.242,,205185,,,
quicgo,4,173090.489,,202625,66359,,69736
quicgo,4,173143.455,,203905,,,
quicgo,4,173149.03,,205185,,,
quicgo,4,174047.15300000002,,202625,66902,,70705
quicgo,4,174167.978,,203905,,,
quicgo,4,174172.733,,204187,,,
quicgo,4,174253.043,,205467,,,
quicgo,4,175266.051,,202636,67426,,71095
quicgo,4,175286.029,,203916,,,
quicgo,4,175291.824,,205196,,,
quicgo,4,176241.666,,202636,67995,,71981
quicgo,4,176257.089,,203916,,,
quicgo,4,176260.442,,205196,,,
quicgo,4,177390.90300000002,,202636,68425,,71436
quicgo,4,177464.66799999998,,203916,,,
quicgo,4,177471.85400000002,,205196,,,
quicgo,4,178379.18899999998,,202636,68921,,72399
quicgo,4,178409.806,,203916,,,
quicgo,4,178419.575,,205196,,,
quicgo,4,179463.449,,202636,69489,,73472
quicgo,4,179600.989,,203916,,,
quicgo,4,179609.046,,205196,,,
quicgo,4,180412.38999999998,,202636,70109,,74452
quicgo,4,180427.97400000002,,203916,,,
quicgo,4,180431.60700000002,,205196,,,
quicgo,4,181497.491,,202636,70656,,74491
quicgo,4,181515.867,,203916,,,
quicgo,4,181520.561,,205196,,,
quicgo,4,182902.803,,202636,71311,,75896
quicgo,4,182930.86800000002,,203916,,,
quicgo,4,182940.046,,205196,,,
quicgo,4,183647.13499999998,,202636,71848,,75609
quicgo,4,183664.53999999998,,203916,,,
quicgo,4,183670.806,,205196,,,
quicgo,4,184820.11299999998,,202636,72457,,76726
quicgo,4,184866.87399999998,,203916,,,
quicgo,4,184914.22499999998,,205196,,,
quicgo,4,185808.674,,202636,72970,,76565
quicgo,4,185846.307,,203916,,,
quicgo,4,185852.002,,205196,,,
quicgo,4,186798.931,,202636,73546,,77586
quicgo,4,186817.067,,203916,,,
quicgo,4,186820.4,,205196,,,
quicgo,4,187877.762,,202636,74065,,77702
quicgo,4,187895.918,,203916,,,
quicgo,4,187901.613,,204198,,,
quicgo,4,188060.222,,205478,,,
quicgo,4,188862.936,,202918,74646,,78718
quicgo,4,188899.37800000003,,204198,,,
quicgo,4,188904.552,,205478,,,
quicgo,4,189490.255,,203919,75077,,78100
quicgo,4,189508.10100000002,,205199,,,
quicgo,4,190747.647,,202639,75602,,79283
quicgo,4,190775.892,,203919,,,
quicgo,4,190782.067,,205199,,,
quicgo,4,191802.861,,202639,76064,,79305
quicgo,4,191823.689,,203919,,,
quicgo,4,191827.633,,205199,,,
quicgo,4,192811.375,,202639,76605,,80393
quicgo,4,192834.655,,203919,,,
quicgo,4,192837.898,,205199,,,
quicgo,4,193818.197,,202639,77068,,80316
quicgo,4,193835.20200000002,,203919,,,
quicgo,4,193838.945,,205199,,,
quicgo,4,194821.927,,202639,77604,,81363
quicgo,4,194835.489,,203919,,,
quicgo,4,194839.192,,205199,,,
quicgo,4,195850.04200000002,,202639,78081,,81427
quicgo,4,195908.653,,203919,,,
quicgo,4,195914.59900000002,,205199,,,
quicgo,4,197021.575,,202639,78644,,82586
quicgo,4,197039.761,,203919,,,
quicgo,4,197109.573,,205199,,,
quicgo,4,198176.096,206080,202639,79142,,82636
quicgo,4,198206.032,,203919,,,
quicgo,4,198212.318,,205199,,,
quicgo,4,198216.792,,206479,,,
quicgo,4,199089.667,,203919,79691,,83538
quicgo,4,199107.96300000002,,205199,,,
quicgo,4,199111.876,,206479,,,
quicgo,4,200709.206,,202639,80342,,84902
quicgo,4,200754.505,,203919,,,
quicgo,4,200767.577,,205199,,,
quicgo,4,200770.81999999998,,206479,,,
quicgo,4,201670.408,,203919,80870,,84572
quicgo,4,201710.093,,204190,,,
quicgo,4,201718.4,,205470,,,
quicgo,4,201723.885,,206750,,,
quicgo,4,202772.594,,203919,81209,,83588
quicgo,4,202786.236,,205199,,,
quicgo,4,202789.289,,206479,,,
quicgo,4,203975.288,,203919,81652,,84756
quicgo,4,204003.783,,205199,,,
quicgo,4,204038.05299999999,,206479,,,
quicgo,4,205819.83399999997,,202639,82076,,85050
quicgo,4,205855.095,,203919,,,
quicgo,4,205861.53100000002,,205199,,,
quicgo,4,205865.714,,206479,,,
quicgo,4,206727.65999999997,,203919,82314,,83982
quicgo,4,206753.203,,205199,,,
quicgo,4,206759.16799999998,,206479,,,
quicgo,4,208184.036,,202639,82613,,84706
quicgo,4,208206.716,,203919,,,
quicgo,4,208215.103,,205199,,,
quicgo,4,208223.15,,206479,,,
quicgo,4,209161.60700000002,,203919,82865,,84636
quicgo,4,209175.46899999998,,205199,,,
quicgo,4,209179.512,,206479,,,
quicgo,4,210610.212,,203919,83123,,84933
quicgo,4,210665.77000000002,,205199,,,
quicgo,4,210670.995,,206479,,,
quicgo,4,211543.58,,203919,83338,,84849
quicgo,4,211566.79,,205199,,,
quicgo,4,211571.785,,206479,,,
quicgo,4,212603.168,,203919,83519,,84792
quicgo,4,212629.481,,205199,,,
quicgo,4,212634.52599999998,,206479,,,
quicgo,4,213612.073,,203919,83669,,84727
quicgo,4,213682.775,,205199,,,
quicgo,4,213688.43000000002,,206479,,,
quicgo,4,214624.57,,203919,83799,,84716
quicgo,4,214690.55800000002,,205199,,,
quicgo,4,214698.95500000002,,206479,,,
quicgo,4,215712.603,,203919,83912,,84710
quicgo,4,215733.872,,204201,,,
quicgo,4,215743.48,,205481,,,
quicgo,4,215748.264,,206761,,,
quicgo,4,216593.635,,203920,83876,,83631
quicgo,4,216607.818,,205200,,,
quicgo,4,216610.87,,206480,,,
quicgo,4,218036.31999999998,,203920,84013,,84977
quicgo,4,218068.128,,205200,,,
quicgo,4,218075.29400000002,,206480,,,
quicgo,4,219569.17200000002,,202640,84094,,84663
quicgo,4,219599.579,,203920,,,
quicgo,4,219605.414,,205200,,,
quicgo,4,219609.577,,206480,,,
quicgo,4,220618.822,,203920,84176,,84757
quicgo,4,220694.51799999998,,205200,,,
quicgo,4,220704.437,,206480,,,
quicgo,4,221677.38,,203920,84247,,84751
quicgo,4,221695.266,,205200,,,
