arm,role,rep,time_us,cwnd,bytes_in_flight,smoothed_rtt,min_rtt,latest_rtt
migrate_demo,client,4,45775,12200,,22084,22084,
migrate_demo,client,4,50984,12200,,22084,22084,
migrate_demo,client,4,56255,12200,,22084,22084,
migrate_demo,client,4,61498,12200,,22084,22084,
migrate_demo,client,4,66728,12200,,21905,20659,
migrate_demo,client,4,71876,12200,,21905,20659,
migrate_demo,client,4,77098,12200,,21905,20659,
migrate_demo,client,4,82318,12200,,21905,20659,
migrate_demo,client,4,87540,12200,,21299,20252,
migrate_demo,client,4,92709,12200,,21299,20252,
migrate_demo,client,4,97883,12200,,21299,20252,
migrate_demo,client,4,103136,12200,,21299,20252,
migrate_demo,client,4,108366,12200,,21170,20252,
migrate_demo,client,4,113568,12200,,21622,20252,
migrate_demo,client,4,118761,12200,,22459,20252,
migrate_demo,client,4,123985,12200,,22187,20252,
migrate_demo,client,4,129143,12200,,21757,20201,
migrate_demo,client,4,134319,12200,,22066,20201,
migrate_demo,client,4,139596,12200,,23337,20201,
migrate_demo,client,4,144755,12200,,24621,20201,
migrate_demo,client,4,149936,12200,,26843,20201,
migrate_demo,client,4,155212,12200,,29402,20201,
migrate_demo,client,4,160430,12200,,31028,20201,
migrate_demo,client,4,165615,12200,,33321,20201,
migrate_demo,client,4,170838,12200,,35073,20201,
migrate_demo,client,4,176023,12200,,37896,20201,
migrate_demo,client,4,181191,12200,,39746,20201,
migrate_demo,client,4,186413,12200,,41712,20201,
migrate_demo,client,4,191634,12200,,45622,20201,
migrate_demo,client,4,196835,12200,,47680,20201,
migrate_demo,client,4,202031,12200,,49924,20201,
migrate_demo,client,4,207252,12200,,51997,20201,
migrate_demo,client,4,212503,12200,,55158,20201,
migrate_demo,client,4,217726,12200,,57304,20201,
migrate_demo,client,4,222992,12200,,59385,20201,
migrate_demo,client,4,228242,12200,,62745,20201,
migrate_demo,client,4,233476,12200,,64853,20201,
migrate_demo,client,4,238704,12200,,67170,20201,
migrate_demo,client,4,243893,12200,,70634,20201,
migrate_demo,client,4,249094,12200,,72767,20201,
migrate_demo,client,4,254386,12200,,75080,20201,
migrate_demo,client,4,259613,12200,,77439,20201,
migrate_demo,client,4,264810,12200,,80832,20201,
migrate_demo,client,4,270129,12200,,83029,20201,
migrate_demo,client,4,275344,12200,,86237,20201,
migrate_demo,client,4,280609,12200,,88574,20201,
migrate_demo,client,4,285778,12200,,90884,20201,
migrate_demo,client,4,291026,12200,,92993,20201,
migrate_demo,client,4,296236,12200,,96541,20201,
migrate_demo,client,4,301428,12200,,98668,20201,
migrate_demo,client,4,306667,12200,,102116,20201,
migrate_demo,client,4,311872,12200,,103303,20201,
migrate_demo,client,4,317038,12200,,106718,20201,
migrate_demo,client,4,322276,12200,,108971,20201,
migrate_demo,client,4,327501,12200,,111376,20201,
migrate_demo,client,4,332621,12200,,114879,20201,
migrate_demo,client,4,337870,12200,,116968,20201,
migrate_demo,client,4,343004,12200,,119064,20201,
migrate_demo,client,4,348223,12200,,122457,20201,
migrate_demo,client,4,353434,12200,,124578,20201,
migrate_demo,client,4,358584,12200,,128048,20201,
migrate_demo,client,4,363846,12200,,129319,20201,
migrate_demo,client,4,369094,12200,,132912,20201,
migrate_demo,client,4,374286,12200,,135327,20201,
migrate_demo,client,4,379577,12200,,137591,20201,
migrate_demo,client,4,384822,12200,,139717,20201,
migrate_demo,client,4,390041,12200,,142160,20201,
migrate_demo,client,4,395336,12308,,145608,20201,
migrate_demo,client,4,400588,12408,,148145,20201,
migrate_demo,client,4,405767,12560,,151591,20201,
migrate_demo,client,4,410947,12611,,152847,20201,
migrate_demo,client,4,416183,12713,,155341,20201,
migrate_demo,client,4,421428,12815,,157817,20201,
migrate_demo,client,4,426626,12966,,161305,20201,
migrate_demo,client,4,431838,13066,,163816,20201,
migrate_demo,client,4,437080,13166,,166341,20201,
migrate_demo,client,4,442487,13266,,168808,20201,
migrate_demo,client,4,447735,13366,,171017,20201,
migrate_demo,client,4,452964,13466,,173516,20201,
migrate_demo,client,4,458139,13616,,177231,20201,
migrate_demo,client,4,463331,13716,,179696,20201,
migrate_demo,client,4,468527,13816,,182149,20201,
migrate_demo,client,4,473815,13866,,183291,20201,
migrate_demo,client,4,478982,14016,,187187,20201,
migrate_demo,client,4,484122,14116,,189730,20201,
migrate_demo,client,4,489311,14216,,192245,20201,
migrate_demo,client,4,494542,14316,,194748,20201,
migrate_demo,client,4,499701,14416,,197143,20201,
migrate_demo,client,4,504917,14516,,199525,20201,
migrate_demo,client,4,510191,14666,,203211,20201,
migrate_demo,client,4,515335,14716,,204528,20201,
migrate_demo,client,4,520542,14816,,207122,20201,
migrate_demo,client,4,525771,14916,,209454,20201,
migrate_demo,client,4,531005,15066,,213316,20201,
migrate_demo,client,4,536273,15166,,215837,20201,
migrate_demo,client,4,541468,15266,,218335,20201,
migrate_demo,client,4,546738,15366,,220813,20201,
migrate_demo,client,4,551901,15516,,224274,20201,
migrate_demo,client,4,557139,15566,,225526,20201,
migrate_demo,client,4,562352,15716,,229068,20201,
migrate_demo,client,4,567615,15816,,231587,20201,
migrate_demo,client,4,572857,15914,,234015,20201,
migrate_demo,client,4,578180,16010,,236665,20201,
migrate_demo,client,4,583424,16106,,239235,20201,
migrate_demo,client,4,588597,16202,,241787,20201,
migrate_demo,client,4,593846,16298,,244307,20201,
migrate_demo,client,4,599043,16394,,246804,20201,
migrate_demo,client,4,604235,16490,,249275,20201,
migrate_demo,client,4,609449,16634,,252751,20201,
migrate_demo,client,4,614665,16730,,255243,20201,
migrate_demo,client,4,619889,16826,,257534,20201,
migrate_demo,client,4,625062,16922,,260059,20201,
migrate_demo,client,4,630133,17018,,262549,20201,
migrate_demo,client,4,635340,17114,,264814,20201,
migrate_demo,client,4,640560,17210,,267327,20201,
migrate_demo,client,4,645777,17306,,269588,20201,
migrate_demo,client,4,650982,17450,,273381,20201,
migrate_demo,client,4,656231,17546,,275679,20201,
migrate_demo,client,4,661405,17642,,278207,20201,
migrate_demo,client,4,666610,17738,,280707,20201,
migrate_demo,client,4,671774,17834,,283179,20201,
migrate_demo,client,4,676941,17930,,285650,20201,
migrate_demo,client,4,682131,18074,,289307,20201,
migrate_demo,client,4,687253,18122,,290611,20201,
migrate_demo,client,4,692420,18218,,292960,20201,
migrate_demo,client,4,697628,18314,,295556,20201,
migrate_demo,client,4,702710,18458,,299368,20201,
migrate_demo,client,4,707939,18554,,301642,20201,
migrate_demo,client,4,713161,18650,,304177,20201,
migrate_demo,client,4,718430,18746,,306687,20201,
