arm,role,rep,time_us,cwnd,bytes_in_flight,smoothed_rtt,min_rtt,latest_rtt
migrate_demo,client,3,45781,12200,,22308,22308,
migrate_demo,client,3,51048,12200,,22308,22308,
migrate_demo,client,3,56341,12200,,22308,22308,
migrate_demo,client,3,61569,12200,,22308,22308,
migrate_demo,client,3,66811,12200,,22132,20902,
migrate_demo,client,3,72102,12200,,22132,20902,
migrate_demo,client,3,77391,12200,,22132,20902,
migrate_demo,client,3,82656,12200,,22132,20902,
migrate_demo,client,3,87868,12200,,21392,20267,
migrate_demo,client,3,93083,12200,,21392,20267,
migrate_demo,client,3,98337,12200,,21392,20267,
migrate_demo,client,3,103584,12200,,21392,20267,
migrate_demo,client,3,108870,12200,,21177,20267,
migrate_demo,client,3,114117,12200,,21607,20267,
migrate_demo,client,3,119391,12200,,22368,20267,
migrate_demo,client,3,124633,12200,,22368,20267,
migrate_demo,client,3,129860,12200,,21723,20267,
migrate_demo,client,3,135119,12200,,22228,20267,
migrate_demo,client,3,140370,12200,,23912,20267,
migrate_demo,client,3,145612,12200,,25417,20267,
migrate_demo,client,3,150813,12200,,26927,20267,
migrate_demo,client,3,156045,12200,,29457,20267,
migrate_demo,client,3,161296,12200,,31356,20267,
migrate_demo,client,3,166580,12200,,32982,20267,
migrate_demo,client,3,171825,12200,,34786,20267,
migrate_demo,client,3,177096,12200,,36801,20267,
migrate_demo,client,3,182363,12200,,38878,20267,
migrate_demo,client,3,187601,12200,,42073,20267,
migrate_demo,client,3,192815,12200,,45221,20267,
migrate_demo,client,3,198045,12200,,46400,20267,
migrate_demo,client,3,203250,12200,,50632,20267,
migrate_demo,client,3,208531,12200,,52801,20267,
migrate_demo,client,3,213764,12200,,55129,20267,
migrate_demo,client,3,219015,12200,,57296,20267,
migrate_demo,client,3,224261,12200,,59365,20267,
migrate_demo,client,3,229473,12200,,62708,20267,
migrate_demo,client,3,234706,12200,,64797,20267,
migrate_demo,client,3,239931,12200,,68256,20267,
migrate_demo,client,3,245277,12200,,70367,20267,
migrate_demo,client,3,250507,12200,,73743,20267,
migrate_demo,client,3,255723,12200,,75729,20267,
migrate_demo,client,3,261015,12200,,76976,20267,
migrate_demo,client,3,266355,12200,,79385,20267,
migrate_demo,client,3,271573,12200,,83169,20267,
migrate_demo,client,3,276776,12200,,85492,20267,
migrate_demo,client,3,281967,12200,,88064,20267,
migrate_demo,client,3,287245,12200,,90239,20267,
migrate_demo,client,3,292535,12200,,93746,20267,
migrate_demo,client,3,297835,12200,,96076,20267,
migrate_demo,client,3,303160,12200,,99528,20267,
migrate_demo,client,3,308396,12200,,100785,20267,
migrate_demo,client,3,313660,12200,,104428,20267,
migrate_demo,client,3,318984,12200,,106846,20267,
migrate_demo,client,3,324251,12200,,109284,20267,
migrate_demo,client,3,329466,12200,,112785,20267,
migrate_demo,client,3,334734,12200,,114968,20267,
migrate_demo,client,3,339965,12200,,117203,20267,
migrate_demo,client,3,345173,12200,,119351,20267,
migrate_demo,client,3,350495,12200,,121816,20267,
migrate_demo,client,3,355728,12200,,124230,20267,
migrate_demo,client,3,361034,12200,,127810,20267,
migrate_demo,client,3,366239,12200,,130369,20267,
migrate_demo,client,3,371731,12200,,132652,20267,
migrate_demo,client,3,377069,12200,,136138,20267,
