arm,role,rep,time_us,cwnd,bytes_in_flight,smoothed_rtt,min_rtt,latest_rtt
migrate_demo,client,2,44613,12200,,22208,22208,
migrate_demo,client,2,49874,12200,,22208,22208,
migrate_demo,client,2,55155,12200,,22208,22208,
migrate_demo,client,2,60541,12200,,22002,20561,
migrate_demo,client,2,65758,12200,,22002,20561,
migrate_demo,client,2,70997,12200,,22002,20561,
migrate_demo,client,2,76246,12200,,22002,20561,
migrate_demo,client,2,81500,12200,,22002,20561,
migrate_demo,client,2,86736,12200,,21338,20296,
migrate_demo,client,2,92041,12200,,21338,20296,
migrate_demo,client,2,97304,12200,,21338,20296,
migrate_demo,client,2,102538,12200,,21338,20296,
migrate_demo,client,2,107767,12200,,21172,20296,
migrate_demo,client,2,113071,12200,,21961,20296,
migrate_demo,client,2,118271,12200,,23032,20296,
migrate_demo,client,2,123598,12200,,22701,20296,
migrate_demo,client,2,128855,12200,,22118,20296,
migrate_demo,client,2,134061,12200,,22700,20296,
migrate_demo,client,2,139259,12200,,23943,20296,
migrate_demo,client,2,144463,12200,,25182,20296,
migrate_demo,client,2,149661,12200,,27514,20296,
migrate_demo,client,2,154892,12200,,29968,20296,
migrate_demo,client,2,160092,12200,,31702,20296,
migrate_demo,client,2,165306,12200,,34305,20296,
migrate_demo,client,2,170503,12200,,36041,20296,
migrate_demo,client,2,175696,12200,,37758,20296,
migrate_demo,client,2,180890,12200,,39711,20296,
migrate_demo,client,2,186058,12200,,42649,20296,
migrate_demo,client,2,191265,12200,,44521,20296,
migrate_demo,client,2,196508,12200,,47827,20296,
migrate_demo,client,2,201752,12200,,49831,20296,
migrate_demo,client,2,207006,12200,,51922,20296,
migrate_demo,client,2,212268,12200,,55326,20296,
migrate_demo,client,2,217468,12200,,58287,20296,
migrate_demo,client,2,222654,12200,,59461,20296,
migrate_demo,client,2,227856,12200,,62751,20296,
migrate_demo,client,2,233029,12200,,64853,20296,
migrate_demo,client,2,238272,12200,,67182,20296,
migrate_demo,client,2,243455,12200,,70648,20296,
migrate_demo,client,2,248714,12200,,73021,20296,
migrate_demo,client,2,253999,12200,,76107,20296,
migrate_demo,client,2,259181,12200,,77318,20296,
migrate_demo,client,2,264441,12200,,80819,20296,
migrate_demo,client,2,269635,12200,,84017,20296,
migrate_demo,client,2,274865,12200,,85195,20296,
migrate_demo,client,2,280090,12200,,87702,20296,
migrate_demo,client,2,285333,12200,,91090,20296,
migrate_demo,client,2,290599,12200,,92244,20296,
migrate_demo,client,2,295826,12200,,95905,20296,
migrate_demo,client,2,301143,12200,,99442,20296,
migrate_demo,client,2,306396,12200,,101649,20296,
migrate_demo,client,2,311734,12200,,102985,20296,
migrate_demo,client,2,316941,12200,,106711,20296,
migrate_demo,client,2,322186,12200,,109279,20296,
migrate_demo,client,2,327426,12200,,111766,20296,
migrate_demo,client,2,332725,12200,,114039,20296,
migrate_demo,client,2,337962,12200,,116526,20296,
migrate_demo,client,2,343162,12200,,119973,20296,
migrate_demo,client,2,348421,12200,,122482,20296,
migrate_demo,client,2,353616,12200,,125801,20296,
migrate_demo,client,2,358860,12200,,127032,20296,
migrate_demo,client,2,364113,12200,,130469,20296,
migrate_demo,client,2,369327,12200,,132886,20296,
migrate_demo,client,2,374566,12200,,135090,20296,
migrate_demo,client,2,379834,12200,,137598,20296,
migrate_demo,client,2,385082,12200,,140942,20296,
migrate_demo,client,2,390364,12200,,143197,20296,
migrate_demo,client,2,395591,12200,,145460,20296,
